,English_title_token,Telugu_title_token
6123,DAGGUMILLI,దగ్గుమిల్లి
6124,TADICHERLA,తాడిచెర్ల
6125,SINGULURU,సింగులూరు
6126,LANKAMALAPALLI,లంకమలపల్లి
6127,CHINTAGUNTA,చింతగుంట
6128,PENJENDRA,పెంజేంద్ర
6129,(URDU,(ఉర్దూ
6130,CHITRAM,చిత్రం
6131,MAMIDIKOLLA,మామిడికొల్ల
6132,MEERJALIPALEM,మీర్జాలిపాలెం
6133,TURAIPALEM,తురైపాలెం
6134,KOWTHARAM,కౌతరం
6135,PEDAMALAPALLI,పెదమాలపల్లి
6136,PASUBHOTLAPALEM,పసుభొట్లపాలెం
6137,PADMALAPALEM,పద్మలపాలెం
6138,ULAVALAPUDI,ఉలవలపూడి
6139,VADLAMANNADU,వడ్లమన్నాడు
6140,KONDIPALEM,కొండిపాలెం
6141,GADEPUDI,గడెపూడి
6142,CHENNURU,చెన్నూరు
6143,GAYAMPADU,గాయంపాడు
6144,LANKALAKALAVAGUNTA,లంకలకాలవగుంట
6145,KOPPALLE,కొప్పల్లె
6146,MUTCHILIGUNTA,ముత్చిలిగుంట
6147,CHEVENDRAPALEM,చేవేంద్రపాలెం
6148,CHEVENDRA,చేవేంద్ర
6149,KAVIPURAM,కవిపురం
6150,DAVOJIPALEM,దావోజీపాలెం
6151,PENUMALLI,పెనుమల్లి
6152,PULLAPADU,పుల్లపాడు
6153,ZINJERU,జింజేరు
6154,ATCHAYYAVARIPALEM,అత్చాయ్యవారిపాలెం
6155,CHINANANDAMURU,చిననందమూరు
6156,PEDANANDAMURU,పెదనందమూరు
6157,NANDAMURU,నందమూరు
6158,PEDAKOTAVARIPALEM,పెదకోటావరిపాలెం
6159,SATYANARAYANAPURAM,సత్యనారాయణపురం
6160,MADAKA,మాదక
6161,KATLAPALLE,కట్లపల్లె
6162,NADUPURU,నడుపూరు
6163,PEDATUMMIDI,పెదతుమ్మిడి
6164,PENUMALAGUDEM,పెనుమలగూడెం
6165,MALLAPARAJUGUDEM,మల్లపరాజుగూడెం
6166,NARASAPPACHERUVU,నరసప్పచెరువు
6167,SUNKARAPALEM,సుంకరపాలెం
6168,KAMAKSHIPURAM,కామాక్షిపురం
6169,ARJAVANIGUDEM,ఆర్జవనిగూడెం
6170,PALLIKONDAVARIMODI,పళ్ళికొండవారిమోడీ
6171,VADLAGARUVU,వడ్లగరువు
6172,VENKATANARAYANAPURAM,వెంకటనారాయణపురం
6173,NAGANNCHERUVU,నాగన్నచెరువు
6174,LAKSHMIPUIRAM,లక్ష్మీపురం
6175,CHORAMPUDI,చోరంపూడి
6176,NEHRUNAGAR,నెహ్రూనగర్
6177,NAGESWARAOPET,నాగేశ్వరావుపెట్
6178,LAXMINARAYANAPURAM,లక్ష్మీనారాయణపురం
6179,MULAPARRU,ములపర్రు
6180,JANAKIRAMPURAM,జానకిరాంపురం
6181,PENDURRU,పెందూరు
6182,RIQ,ఆర్.ఐ.క్యు.
6183,NACHUGUNTA,నాచుగుంట
6184,AMUDALAPALLI,ఆముదాలపల్లి
6185,BASINAPADU,బాసినపాడు
6186,LELLAGUDEM,లెల్లగూడెం
6187,MANIMESWARAM,మణిమేశ్వరం
6188,MUNJULURU,ముంజులూరు
6189,KANCHADAM,కంచడం
6190,KAMANAPUDI,కామనపూడి
6191,THURUPUPAKALA,తురుఫుపకాల
6192,NARASANNAPALEM,నరసన్నపాలెం
6193,CHIGURUKOTA,చిగురుకోట
6194,BOMMINAMPADU,బొమ్మినంపాడు
6195,JANAKIGUDEM,జానకిగూడెం
6196,MULAKALAPALLI,ములకలపల్లి
6197,GOGINAMPADU,గోగినంపాడు
6198,KOMARRU,కోమర్రు
6199,VADALI,వడాలి
6200,PEYYERU,పెయ్యేరు
6201,APPARAOPETA,అప్పారావుపేట
6202,CHINAPALAPARRU,చినపాలపర్రు
6203,PEDAPALAPARRU,పెదపాలపర్రు
6204,PEDAGONNURU,పెదగొన్నూరు
6205,PEDAGARUVU,పెదగరువు
6206,SRIHARIPURAM,శ్రీహరిపురం
6207,CHEVURUPALEM,చేవురుపాలెం
6208,DEVARAM,దేవరం
6209,GURAJA-I,గురజ-I
6210,SINGARAM,సింగారం
6211,SANKARSHANAPURAM,సంకర్షణపురం
6212,KOVVADALANKA,కొవ్వాడలంక
6213,CHINTAPADU,చింతపాడు
6214,DAYYAMPADU,దయ్యంపాడు
6215,KAKATIYANAGAR,కాకతీయనగర్
6216,NUTCHUMILLI,నుత్చుమిల్లి
6217,NANDIGAMALANKA,నందిగామలంక
6218,INGILIPAKALANKA,ఇంగీలీపాకాలంక
6219,TAKKELLAPDU,తక్కెళ్లపాడు
6220,NEELAGIRIPATNAM,నీలగిరిపట్నం
6221,CHAVALIPADU,చావాలిపాడు
6222,LOKUMUDI,లోకుముడి
6223,UNIKILI,ఉనికిలి
6224,SINGANAPUDI,సింగనపూడి
6225,SOBHANADRIPURAM,శోభనాద్రిపురం
6226,PERIKEGUDEM,పెరికేగూడెం
6227,ALLINAGARAM,అల్లినగరం
6228,KANUKOLLU,కనుకొల్లు
6229,PUTLACHERUVU,పుట్లచెరువు
6230,KAIKALUR,కైకలూరు
6231,ATAPAKA,ఆటపాక
6232,GONEPADU,గొనెపాడు
6233,SINGAPURAM,సింగపురం
6234,BHUJABALAPATNAM,భుజబలపట్నం
6235,NATTAGULLAPADU,నత్తగుల్లపాడు
6236,NARSAYAPALEM,నర్సయపాలెం
6237,PALLEWADA,పల్లెవాడ
6238,KOLLETIKOTA,కొల్లేటికోట
6239,PANDIRIPALLIGUDEM,పందిరిపల్లిగూడెం
6240,GUMMALAPADU,గుమ్మలపాడు
6241,RAJULAKOTTADA,రాజులకొట్టడ
6242,KOTTADA,కొట్టడ
6243,ALAPADU,అలపాడు
6244,DODDIPATLA,దొద్దిపట్ల
6245,(CHRISTAIN,(క్రిస్టైన్
6246,SEETANAPALLE,సీతనపల్లె
6247,B.D.,బి.డి.
6248,VARAHAPATNAM,వరహాపట్నం
6249,RACHAPATNAM,రాచపట్నం
6250,ANADARAOPETA,ఆనందరావుపేట
6251,SYAMALAMBAPURAM,శ్యామలాంబపురం
6252,TAMARAKOLLU,తామరకొల్లు
6253,SRIRANGAPURAM,శ్రీరంగపురం
6254,ARUTEGALAPADU,అరుతేగలపాడు
6255,CHINTALAMORU,చింతలమోరు
6256,KALLAPALEM,కల్లపాలెం
6257,THADINADA,తాడినాడ
6258,SUNNAMPUDI,సున్నంపూడి
6259,VIBHARAMPURAM,విభరాంపురం
6260,PARAMANANDUNIPETA,పరమానందునిపేట
6261,POTTUMARRU,పోట్టుమర్రు
6262,SANA,సన
6263,GOPALAPURAM-I,గోపాలపురం-I.
6264,MARIYARUDRAVARAM,మరియరుద్రవరం
6265,CHETANYAPURAM,చేతన్యపురం
6266,AVAKURU,అవకురు
6267,KALIDINDI,కలిదిండి
6268,SANTOSHAPURAM,సంతోషపురం
6269,PARASAVANI,పరసావని
6270,BHOGESWARAM,భోగేశ్వరం
6271,PADAMATI,పడమటి
6272,AMARAVATI,అమరావతి
6273,YADAVALLI,యడవల్లి
6274,KONDANGI,కొండంగి
6275,BODDUVANIGATTU,బొడ్డువానిగట్టు
6276,CHINAPUTLAPUDI,చినపుట్లపూడి
6277,BHASKARARAOPET,భాస్కరావుపేట
6278,PEDALANKAA,పెదలంక
6279,MULAUPPARAGUDEM,మూలఉప్పరగూడెం
6280,NEELIPUDI,నీలిపూడి
6281,MATLAM,మత్లాం
6282,PENNAMADIBBA,పెన్నమదిబ్బ
6283,CHANDALA,చందాల
6284,PEETHALAVA,పీతలవ
6285,SANGAMUDI,సంగమూడి
6286,KRUTHUVENNU,కృతువెన్ను
6287,ENDAPALLE,ఎండపల్లె
6288,UPPULURU,ఉప్పులూరు
6289,(UB,(యు.బి.
6290,CHINAPANDRAKA,చినపాంద్రక
6291,(UG,(యు.జి.
6292,RANGARAOPET,రంగారావుపేట్
6293,PATCHAPURAM,పట్చపురం
6294,SATHRAVAPALEM,సత్రవుపాలెం
6295,INTERU,ఇంటేరు
6296,ADAVIDODLU,అడవిడొడ్లు
6297,TADIVENNU,తాడివెన్ను
6298,MYNAVANILANKA,మైనవానిలంక
6299,PADATADIKA,పడతడిక
6300,NADICHAGI,నడిచాగి
6301,GOTHULADODDI,గోతులదొడ్డి
6302,MARALI,మారాలి
6303,CHUDI,చూడి
6304,THIPPALADODDI,తిప్పలదొడ్డి
6305,KARANI,కరణి
6306,CHIRTAPALLE,చిర్తపల్లె
6307,PODALAKUNTA,పొదలకుంట
6308,MYALIGANUR,మ్యాలిగానుర్
6309,DOMMALADINNE,దొమ్మలదిన్నె
6310,BANTAKUNTA,బంటకుంట
6311,KAMAVARAM,కామావరం
6312,VEERLADINNE,వీర్లదిన్నె
6313,THOVI,తోవి
6314,KADIDODDI,కడిదొడ్డి
6315,ARLABANDA,అర్లబండ
6316,MOOGALADODDI,మూగలదొడ్డి
6317,AGASANUR,అగసనూర్
6318,SATHANUR,సాతానూర్
6319,THUMBINAGUR,తుంబినాగుర్
6320,IRNAGAL,ఇరంగళ్
6321,JAMPAPURAM,జంపాపురం
6322,KAMANADODDI,కామనదొడ్డి
6323,SAJJALAGUDDAM,సజ్జలగుడ్డం
6324,DEVARABETTA,దేవరబెట్ట
6325,BOMPALLI,బొంపల్లి
6326,BOMPALLE,బొంపల్లె
6327,PALLIPADU,పల్లిపాడు
6328,(HINDUGIRLS),(హిందుబాలికలు)
6329,KOSIGI,కోసిగి
6330,NELAKOSIGI,నెలకొసిగి
6331,VANDAGALLU,వండగల్లు
6332,GOWDEGALLU,గౌడేగల్లు
6333,THUNGABADRA,తుంగబద్ర
6334,TUNGABHADRA,తుంగభద్ర
6335,KALLUDEVAKUNTA,కల్లుదేవకుంట
6336,BUDUR,బుదూర్
6337,VAGARURU,వాగరూరు
6338,SOWLA,సౌల
6339,HALLI,హల్లి
6340,MALAPALLE,మాలపల్లె
6341,SINGARAJANAHALLI,సింగరాజనహళ్లి
6342,IBRAHIMPURAM,ఇబ్రహీంపురం
6343,NANDIKHAIRAWADI,నందిఖైరవాడి
6344,PEDDAKOTHILIKI,పెద్దకోతిలికి
6345,CHINNAKOTHILIKI,చిన్నకోతిలికి
6346,GURUJALA,గురుజాల
6347,SOMALAGUDUR,సోమలగుడూరు
6348,PONAKALADINNE,పొనకలదిన్నె
6349,MITTASOMPAURAM,మిట్టసోమ్పురం
6350,KANAKAVEEDUPETA,కనకవీడుపేట
6351,KANAKAVEEDU,కనకవీడు
6352,BAPRUAM,బాప్రూమ్
6353,DHARMAPURAM,ధర్మపురం
6354,MUGATHI,ముగతి
6355,PALUKUDODDI,పలుకుదొడ్డి
6356,THIMMANADODDI,తిమ్మనదొడ్డి
6357,ENAGANDLA,ఎనగండ్ల
6358,PALDODDI,పాల్దొడ్డి
6359,KOTHAKOTA,కొత్తకోట
6360,ERLADINNE,ఎర్లదిన్నె
6361,POLAKAL,పొలకల్లు
6362,(B.,(బి.
6363,BRAHMANDODDI,బ్రహ్మాందొడ్డి
6364,MARAMDODDI,మరందొడ్డి
6365,BYATHOLI,బ్యాతోలి
6366,KRISHANDODDI,కృష్ణదొడ్డి
6367,BURANDODDI,బురందోడ్డి
6368,(KOTA),(కోట)
6369,M),మీడియం)
6370,CHINTHAMANPALLI,చింతమన్‌పల్లి
6371,KAMBADAHAL,కంబడహల్
6372,PONNAKALLU,పొన్నకల్లు
6373,MUNUGALA,మునుగల
6374,MALLAPURAM,మల్లాపురం
6375,KHANAPURAM,ఖనాపురం
6376,DUDYALA,దుద్యాల
6377,KONTHALAPADU,కొంతాలపాడు
6378,ULCHALA,ఉల్చాల
6379,THOLISAPURAM,తొలిసపురం
6380,BAVAPURAM,బావపురం
6381,MUNAGALAPADU,మునగాలపాడు
6382,MASAMASEEDU,మసమసీదు
6383,GEETHAMUKARJENAGAR,గీతముకర్జీనగర్
6384,MAMIDALAPADU,మామిడలపాడు
6385,THANDRAPADU,తండ్రపాడు
6386,T.G.V.,టి.జి.వి.
6387,GONDIPARLA,గొందిపర్ల
6388,VASANTHANAGAR,వసంతనగర్
6389,DEVAMADA,దేవమడ
6390,PUDUR,పుదూర్
6391,DIGUVAPADU,దిగువపాడు
6392,NOOTHANAPALLE,నూతనపల్లె
6393,SUDIREDDIPALLI,సుదిరెడ్డిపల్లి
6394,DINNEDEVARAPADU,దిన్నెదేవరపాడు
6395,THANDARAPADU,తండరపాడు
6396,VENKAYAPALLI,వెంకయపల్లి
6397,PADIDEMPADU,పడిదెంపాడు
6398,NANDANAPALLI,నందనపల్లి
6399,SATHANIKOTA,సతానికోట
6400,BIJINAVEMULA,బిజినవేముల
6401,KONIDELA,కొనిదెల
6402,NAGATOOR,నాగటూర్
6403,KOLLABAVAPURAM,కొల్లభవపురం
6404,BRR,బి.ఆర్.ఆర్.
6405,"VADDEPETA,",వడ్ఢేపేట
6406,"KOTA,",కోట
6407,DAMAGATLA,దమగట్ల
6408,PRAGATUR,ప్రాగటూర్
6409,YELLALA,ఎల్లల
6410,PRATHAKOTA,ప్రాతకోట
6411,SANKIRENIPALLI,సంకిరేణిపల్లి
6412,GANAPURAM,గణపురం
6413,GHANAPURAM,ఘనపురం
6414,ANJANEYA,ఆంజనేయ
6415,PALAMARRI,పాలమర్రి
6416,PATHAMADUGULA,పాతమడుగుల
6417,MUSALIMADUGU,ముసలిమడుగు
6418,GUMMADAPURAM,గుమ్మడపురం
6419,NAGAMPALLI,నాగంపల్లి
6420,ZADDUVARIPALLE,జడ్డువారిపల్లె
6421,MADUGULA,మడుగుల
6422,THANA,తన
6423,XTH,X
6424,SPG,ఎస్.పి.జి.
6425,GAREEB,గరీబ్
6426,THOTAGERI,తోటగేరి
6427,KOTTALACHERUVU,కొట్టలచెరువు
6428,INDIRESWARAM,ఇందిరేశ్వరం
6429,(TELUG,(తెలుగు
6430,MUSTAPALLY,ముస్తపల్లి
6431,PEDDANANTHAPURAM,పెద్దనంతపురం
6432,DAIRY,డైరీ
6433,LINGALAGATTU,లింగలగట్టు
6434,GANAGA,గనగ
6435,MEETU,మీటు
6436,MEKALABANDA,మేకలబండ
6437,GANDIPET,గండిపేట్
6438,JUTUR,జూటూరు
6439,THUMMALUR,తుమ్మలూరు
6440,ANANDAPURAM,ఆనందపురం
6441,CHELIMILLA,చెలిమిల్ల
6442,KAMBALAPALLE,కంబలపల్లె
6443,BHANUMUKKALA,భానుముక్కల
6444,ERRAGUDUR,ఎర్రగుడూర్
6445,JANGALA,జంగాల
6446,MITTAKANDALA,మిట్టకండాల
6447,PENCHIKALAPALLI,పెంచికలపల్లి
6448,MADDUR,మద్దూర్
6449,VANALA,వనాల
6450,MANDLEM,మండ్లెం
6451,TARTUR,తర్తుర్
6452,BHASKARAPURAM,భాస్కరపురం
6453,CHABOLU,చాబోలు
6454,POTULAPADU,పోతులపాడు
6455,JUPADUBUNGLOW,జూపాడుబంగ్లౌ
6456,80-BANNUR,80-బన్నూర్
6457,TARIGOPULA,తరిగోపుల
6458,KOTHASIDDESWARAM,కొత్తసిద్దేశ్వరం
6459,PARUMANCHALA,పరుమంచాల
6460,THUDICHERLA,తుడిచేర్ల
6461,NAGALOOTY,నాగలూటి
6462,PAIPALEM,పైపాలెం
6463,MASAPETA,మాసాపేట
6464,KALAMANDALAPADU,కలమండలపాడు
6465,ROLLAPADU,రొల్లపాడు
6466,ALAGANUR,అలగనూరు
6467,CHINNAMAPALLI,చిన్నమపల్లి
6468,49-BANNUR,49-బన్నూర్
6469,NANNOR,నన్నోర్
6470,BUNGLOW,బంగ్లౌ
6471,PUDICHERLA,పుడిచెర్ల
6472,PURICHERLA,పురిచర్ల
6473,KANNAMADAKALA,కన్నమాడకాల
6474,SAKUNALA,సకునాల
6475,GUMMATAM,గుమ్మటం
6476,GUTTAPADU,గుట్టపాడు
6477,MEEDIVEMULA,మీదివేముల
6478,UYYALAWADA,ఉయ్యాలవాడ
6479,KALVABUGGA,కాల్వబుగ్గ
6480,PALAKOLANU,పాలకొలను
6481,CHENNAMCHETTIPALLI,చెన్నంచేట్టిపల్లి
6482,SOMYAJULAPALLE,సొమ్యాజులాపల్లె
6483,GOKULAPADU,గోకులపాడు
6484,NERAWADA,నెరవాడ
6485,NAGALAPURAM,నాగలాపురం
6486,PANDIPADU,పండిపాడు
6487,SALKAPURAM,సల్కాపురం
6488,CHINNAKOTTALA,చిన్నకొట్టాల
6489,DODDIPADU,దొడ్డిపాడు
6490,DUPADU,దుపాడు
6491,ASWARTHAPURAM,అశ్వర్థపురం
6492,VAMASAMUDRAM,వామసముద్రం
6493,THADAKANAPALLE,తడకనపల్లి
6494,CHETLA,చెట్ల
6495,REMADUR,రెమడూర్
6496,YERRAKATVA.,ఎర్రకత్వ
6497,YAPARLAPADU,యాపర్లపాడు
6498,NIRMAL,నిర్మల్
6499,GATTAIAH,గట్టయ్య
6500,GOVARDHAN,గోవర్ధన్
6501,MUNI,ముని
6502,SHAREEN,షరీన్
6503,SWAMY,స్వామి
6504,NRR,ఎన్.ఆర్.ఆర్.
6505,MUZAFFAR,ముజఫర్
6506,BYNADODDI,బైనదొడ్డి
6507,BOYAGERI,బోయగేరి
6508,KALLAPARI,కళ్ళపారి
6509,PYALAKURTHY,ప్యాలకూర్తి
6510,YERRADODDI,ఏర్రదొడ్డి
6511,CHILLABANDA,చిల్లబండ
6512,GUNDLAMORSU,గుండ్లమొర్సు
6513,CHINNAMARIVEEDU,చిన్నమరివీడు
6514,THIPPANUR,తిప్పనుర్
6515,VEERAMPALLI,వీరంపల్లి
6516,LINGAMDINNE,లింగందిన్నె
6517,ONTEDUDINNE,ఒంటెడుదిన్నె
6518,NERUDUPPALA,నేరుడుప్పల
6519,PILLIGUNDLA,పిల్లిగుండ్ల
6520,ENAKANDLA,ఈనకండ్ల
6521,AYYAKONDA,అయ్యకొండ
